
S. No.,State,District,Location,Longitude,Latitude,Year,pH,EC (µS/cm at),CO3 (mg/L),HCO3,Cl (mg/L),F (mg/L),SO4,NO3,PO4,Total Hardness,Ca (mg/L),Mg (mg/L),Na (mg/L),K (mg/L),Fe (ppm),As (ppb),U (ppb)
7718,Uttar Pradesh,Ballia,Block Office,83.8627,25.8572,2023,7.90,849,0,500,7,0.35,0,0,0.00,310,40,50,50,4,3.39,0.00,4.00
7719,Uttar Pradesh,Ballia,Block Office,84.3718,25.8418,2023,8.06,599,0,329,14,0.34,0,0,0.00,0,32,36,29,2,1.20,93.00,0.00
7720,Uttar Pradesh,Ballia,Block Office,84.0040,25.6293,2023,7.63,676,0,390,7,0.20,0,0,0.00,0,48,29,43,3,4.16,85.00,0.00
7721,Uttar Pradesh,Ballia,Chitbaragoan,83.9812,25.7344,2023,7.80,757,0,403,21,0.56,9,0,0.00,280,40,43,42,2,1.55,0.00,6.85
7722,Uttar Pradesh,Balrampur,Block Office,82.1711,27.4286,2023,7.53,782,0,403,50,0.37,26,0,0.00,250,78,13,80,1,0.63,0.00,0.00
7723,Uttar Pradesh,Balrampur,Block Office,82.4208,27.2636,2023,7.42,700,0,378,35,0.42,10,0,0.00,280,66,28,45,5,0.77,25.00,0.00
7724,Uttar Pradesh,Balrampur,Chandarpur,82.6553,27.6620,2023,7.31,1264,0,476,78,0.21,53,53,0.00,340,76,36,83,79,0.00,0.00,3.53
7725,Uttar Pradesh,Balrampur,Kushahwa,82.5190,27.6299,2023,7.63,944,0,427,78,0.64,32,14,0.00,440,64,67,24,1,0.00,0.00,3.49
7726,Uttar Pradesh,Balrampur,Sonepur More,82.4877,27.5298,2023,8.11,961,0,610,14,0.74,5,0,0.00,150,32,17,175,1,2.10,117.40,0.00
7727,Uttar Pradesh,Balrampur,Tharunia,82.4491,27.3920,2023,7.74,439,0,207,21,0.33,17,0,0.00,200,76,2,8,1,0.00,0.00,8.89
7728,Uttar Pradesh,Balrampur,Block Office,82.5475,27.5294,2023,8.03,1343,0,866,14,1.20,5,0,0.00,100,18,13,290,0,0.33,0.00,7.00
7729,Uttar Pradesh,Balrampur,Block Office,82.1744,27.6361,2023,7.81,813,0,500,14,0.79,9,0,0.00,170,40,17,128,2,1.49,0.00,11.00
7730,Uttar Pradesh,Balrampur,Haraiya Bazar,82.2794,27.6559,2023,7.74,2686,0,1098,291,0.28,160,14,0.00,170,60,5,505,147,0.64,7.23,8.78
7731,Uttar Pradesh,Balrampur,Laliya Village,82.1376,27.5713,2023,7.65,713,0,403,14,0.42,5,0,0.00,170,60,5,87,1,1.37,18.84,0.00
7732,Uttar Pradesh,Balrampur,Block Office,82.6303,27.5272,2023,7.96,865,0,537,7,0.55,0,0,0.00,270,48,36,90,1,2.45,5.00,0.00
7733,Uttar Pradesh,Balrampur,Barhni Mai Mandir,82.7351,27.4186,2023,7.63,644,0,378,14,0.00,7,5,0.00,310,52,43,19,1,0.00,0.00,0.00
7734,Uttar Pradesh,Balrampur,Majigwa Khurd,82.7258,27.5451,2023,8.12,853,0,537,7,0.93,7,0,0.00,140,36,12,146,0,0.00,0.00,6.71
7735,Uttar Pradesh,Balrampur,Shivpur More,82.4511,27.4511,2023,7.84,687,0,427,7,0.24,5,0,0.62,280,76,22,35,1,2.37,106.92,0.00
7736,Uttar Pradesh,Balrampur,Rehra Bazar,82.2786,27.1817,2023,7.31,1120,0,390,121,0.00,46,65,0.00,420,96,43,84,3,0.00,1.00,0.00
7737,Uttar Pradesh,Balrampur,Nauradih,82.2964,27.2847,2023,8.08,584,0,366,7,0.35,5,0,0.00,210,68,10,45,4,0.92,1.68,0.00
7738,Uttar Pradesh,Balrampur,Block Office,82.3025,27.3744,2023,7.93,564,0,305,7,0.34,0,0,0.00,200,60,12,24,3,0.85,0.00,9.00
7739,Uttar Pradesh,Balrampur,Block Office,82.2956,27.5222,2023,7.39,490,0,281,14,0.57,9,0,0.00,210,64,12,24,1,0.09,0.00,0.00
7740,Uttar Pradesh,Balrampur,Block Office,82.4075,27.3214,2023,7.91,678,0,366,35,0.36,15,11,0.00,310,72,31,25,6,0.17,0.00,0.00
7741,Uttar Pradesh,Balrampur,4.2 Km From Rehar Bazar Towards,82.2606,27.1587,2023,7.81,418,0,244,14,0.28,0,0,0.00,190,58,11,14,3,0.30,0.00,6.18
7742,Uttar Pradesh,Balrampur,Bakauli,82.5645,27.5330,2023,7.11,1191,0,573,71,0.43,46,0,0.00,510,80,74,55,4,0.00,0.00,10.89
7743,Uttar Pradesh,Balrampur,Dubra Autarpur,82.4373,27.2611,2023,7.66,847,0,403,71,0.63,24,0,0.00,360,92,31,46,3,5.25,3.54,0.00
7744,Uttar Pradesh,Balrampur,"Durgapur Village,Back Side Of",82.5057,27.5813,2023,7.51,730,0,366,35,0.30,7,5,0.00,315,80,28,17,1,0.00,0.00,0.00
7745,Uttar Pradesh,Balrampur,"Ganga Didba, 5 Km From Balrampur",82.2155,27.4341,2023,7.66,624,0,354,21,0.38,10,0,0.00,270,54,32,31,3,11.92,1.07,0.00
7746,Uttar Pradesh,Balrampur,"Infront Of Mishra Auto Sales, Near",82.1575,27.4093,2023,7.74,880,0,488,28,1.00,29,0,0.00,380,62,54,37,2,0.00,0.00,0.00
7747,Uttar Pradesh,Balrampur,"Near House Of Kaji Gausulwara, On",82.1830,27.4094,2023,7.59,949,0,500,43,0.00,43,0,0.00,395,98,36,58,4,2.25,11.96,0.00
7748,Uttar Pradesh,Balrampur,"Near House Of Shri Ram Plash, 3.4",82.2608,27.2057,2023,7.74,588,0,342,14,0.54,5,0,0.00,270,74,20,16,3,0.59,4.68,0.00
7749,Uttar Pradesh,Balrampur,"Near Indian Oil Petrol Pump, And 5",82.1426,27.4598,2023,7.72,335,0,195,7,0.38,0,0,0.00,150,48,7,9,2,0.16,5.96,0.00
7750,Uttar Pradesh,Balrampur,Near Railway Station Gaisadi,82.5471,27.5276,2023,7.18,1743,0,476,184,0.29,200,32,0.00,500,184,10,190,2,0.00,0.00,27.49
7751,Uttar Pradesh,Balrampur,Patel Chauraha,82.2992,27.2145,2023,7.63,672,0,403,21,0.34,8,0,0.00,235,60,20,57,2,0.00,1.41,6.35
7752,Uttar Pradesh,Balrampur,"Raza Jot Village, Near Durga Mandir",82.4070,27.2837,2023,7.82,481,0,305,7,0.37,5,0,0.00,220,64,14,17,3,0.88,6.23,0.00
7753,Uttar Pradesh,Balrampur,Salapur Village,82.4243,27.2313,2023,7.41,749,0,329,50,0.29,35,23,0.00,360,92,31,20,0,0.11,0.00,0.00
7754,Uttar Pradesh,Balrampur,"Sugauwa More, 4 Km From Rehar",83.3074,27.1722,2023,7.49,474,0,244,28,0.31,9,0,0.00,225,68,13,12,3,0.00,0.00,0.00
7755,Uttar Pradesh,Banda,Hand Pump Of Block Office,80.7094,25.5545,2023,7.84,730,0,390,21,0.41,13,0,0.00,190,32,26,79,1,1.12,0.00,3.00
7756,Uttar Pradesh,Banda,Kaji Tola,80.7243,25.6456,2023,7.79,888,0,500,14,0.77,8,6,0.00,270,48,36,78,2,0.17,0.00,6.74
7757,Uttar Pradesh,Banda,Murwal,80.5604,25.5170,2023,7.67,777,0,415,21,0.38,10,8,0.00,280,52,36,49,2,0.15,0.00,4.04
7758,Uttar Pradesh,Banda,Chamraha,80.1737,25.3857,2023,7.99,986,0,561,14,0.78,0,6,0.00,270,40,41,101,2,0.08,0.00,17.49
7759,Uttar Pradesh,Banda,Jaurahi,80.4317,25.4811,2023,8.02,1012,0,512,36,0.61,23,0,0.00,250,48,31,113,2,0.21,0.00,4.16
7760,Uttar Pradesh,Banda,Kahriya,80.3749,25.5787,2023,8.18,845,0,476,14,0.52,0,10,0.00,330,40,55,41,1,0.32,0.00,5.24
7761,Uttar Pradesh,Banda,Kanwara,80.3226,25.5132,2023,8.07,882,0,439,28,0.44,24,21,0.00,250,64,22,86,0,0.20,0.00,0.00
7762,Uttar Pradesh,Banda,Hand Pump Of Block Office,79.8944,25.4811,2023,7.61,1795,0,586,142,0.69,131,79,0.00,440,48,77,204,1,1.30,0.00,6.00
7763,Uttar Pradesh,Banda,Hand Pump Of Block Office,80.7094,25.5545,2023,8.08,1149,0,659,7,0.70,22,0,0.00,260,44,36,142,2,0.00,0.00,8.00
7764,Uttar Pradesh,Banda,Oran,80.7385,25.3715,2023,8.02,999,0,439,78,0.47,21,8,0.00,340,92,26,71,3,0.25,0.00,3.66
7765,Uttar Pradesh,Banda,Narauli,80.4436,25.8604,2023,7.84,1555,0,769,71,0.64,34,9,0.00,300,36,50,214,4,0.17,0.00,28.87
7766,Uttar Pradesh,Banda,Sindhan Kalan,80.4421,25.7794,2023,7.69,500,0,268,7,0.48,9,11,0.00,200,60,12,22,1,0.08,0.00,3.52
7767,Uttar Pradesh,Banda,Itarra,80.9911,25.4906,2023,7.64,841,0,403,50,0.52,10,8,0.00,200,48,19,102,0,0.17,0.00,3.68
7768,Uttar Pradesh,Banda,Mau,80.8693,25.6152,2023,8.07,1284,0,622,50,0.49,15,7,0.00,350,32,65,115,0,0.09,0.00,17.75
7769,Uttar Pradesh,Banda,Kacchi Sadak,80.4345,25.2504,2023,7.82,870,0,451,21,0.22,31,0,0.00,330,116,10,46,1,0.32,0.00,0.00
7770,Uttar Pradesh,Banda,Hand Pump Of Block Office,80.7094,25.5545,2023,7.87,1371,0,580,121,0.73,21,12,0.00,500,56,86,81,1,0.19,0.00,9.00
7771,Uttar Pradesh,Banda,Manohar Purwa,80.6007,25.2644,2023,7.87,800,0,415,28,0.53,12,0,0.00,240,36,36,73,1,0.50,0.00,28.21
7772,Uttar Pradesh,Banda,Prashidhhapur,80.6143,25.1351,2023,7.62,1249,0,427,135,0.81,48,37,0.00,400,88,43,101,0,0.10,0.00,7.19
7773,Uttar Pradesh,Banda,Bhujrakh,80.5879,25.6442,2023,8.10,891,0,488,21,0.49,8,10,0.00,250,48,31,89,2,0.32,0.00,5.07
7774,Uttar Pradesh,Barabanki,Block Office,81.5240,26.7930,2023,7.78,633,0,317,14,0.35,15,0,0.00,240,64,19,21,4,1.67,4.00,0.00
7775,Uttar Pradesh,Barabanki,Block Office,81.1841,26.9304,2023,7.93,684,0,415,14,0.45,0,0,0.00,210,56,17,74,5,0.99,0.00,7.00
7776,Uttar Pradesh,Barabanki,Block Office,81.5569,26.8885,2023,7.91,646,0,348,14,0.63,9,0,0.00,255,44,35,35,3,0.45,0.00,6.00
7777,Uttar Pradesh,Barabanki,Block Office,81.1706,27.0357,2023,7.96,388,0,195,14,1.43,20,0,0.00,189,44,19,5,4,1.40,3.00,0.00
7778,Uttar Pradesh,Barabanki,Block Office,81.2158,27.1743,2023,8.04,550,0,268,21,0.34,19,0,0.00,180,64,5,36,7,0.82,1.00,0.00
7779,Uttar Pradesh,Barabanki,Block Office,81.3633,26.6046,2023,7.94,700,0,427,14,0.51,0,0,0.00,288,56,36,29,5,0.36,0.00,11.00
7780,Uttar Pradesh,Barabanki,Chaubisi,81.4294,26.5722,2023,7.87,551,0,348,11,0.14,0,0,0.00,240,72,14,24,5,0.21,0.00,6.55
7781,Uttar Pradesh,Barabanki,Bhanmau,81.2644,26.8014,2023,8.37,525,18,244,14,0.48,15,0,0.00,195,28,30,37,5,1.21,2.93,11.57
7782,Uttar Pradesh,Barabanki,Block Office,81.2285,26.8553,2023,7.92,652,0,342,21,0.69,12,0,0.00,270,48,36,22,6,2.74,2.00,6.00
7783,Uttar Pradesh,Barabanki,Block Office,81.3221,26.9809,2023,7.97,501,0,293,14,0.70,10,0,0.00,252,52,29,9,4,1.10,1.00,0.00
7784,Uttar Pradesh,Barabanki,Lakshvar Vajaha,81.2908,26.9178,2023,7.93,591,0,354,11,0.27,20,0,0.00,260,60,26,24,5,0.87,0.00,3.44
7785,Uttar Pradesh,Barabanki,Baba Ki Kutti,81.1007,27.1782,2023,8.06,389,0,195,11,0.99,21,0,0.00,170,48,12,7,3,0.65,11.85,0.00
7786,Uttar Pradesh,Barabanki,Block Office,81.0727,27.1214,2023,7.96,582,0,311,7,0.63,18,0,0.00,235,48,28,26,5,1.56,0.00,12.00
7787,Uttar Pradesh,Barabanki,Block Office,81.7103,26.8686,2023,7.92,423,0,250,7,0.63,0,0,0.00,180,44,17,12,3,0.41,0.00,0.00
7788,Uttar Pradesh,Barabanki,Block Office,81.4053,27.0852,2023,7.96,642,0,293,43,0.23,17,0,0.00,252,60,24,29,4,3.61,6.00,0.00
7789,Uttar Pradesh,Barabanki,Block Office,83.0945,27.3005,2023,7.81,780,0,366,43,0.19,29,0,0.00,324,60,42,39,4,0.00,1.00,5.00
7790,Uttar Pradesh,Barabanki,Block Office,81.4365,26.9576,2023,7.78,397,0,226,7,0.31,19,0,0.00,200,64,10,5,2,0.57,0.00,0.00
7791,Uttar Pradesh,Barabanki,Block Office,81.3344,27.1932,2023,7.59,564,0,299,28,0.37,17,0,0.00,216,68,11,30,5,3.27,2.00,0.00
7792,Uttar Pradesh,Barabanki,Purwa Amarsingh,81.3914,27.1390,2023,8.02,561,0,342,14,0.11,5,0,0.00,230,64,17,29,5,3.38,3.60,0.00
7793,Uttar Pradesh,Barabanki,Block Office,81.3089,26.6419,2023,7.90,744,0,433,14,0.70,15,11,0.00,320,48,48,26,4,0.11,0.00,10.00
7794,Uttar Pradesh,Bareilly,Nawada,79.4935,28.1705,2023,8.39,467,6,201,7,0.14,28,0,0.00,210,44,24,7,3,0.33,7.06,0.00
7795,Uttar Pradesh,Bareilly,Garibpurwa,79.5549,28.8005,2023,8.22,430,0,201,11,0.35,20,0,0.00,160,28,22,23,1,0.25,0.00,3.85
7796,Uttar Pradesh,Bareilly,Samshapur,79.4314,28.5658,2023,7.90,514,0,275,14,0.13,0,0,0.00,220,48,24,15,3,1.23,0.00,0.00
7797,Uttar Pradesh,Bareilly,Block Hq,79.6414,28.2687,2023,7.99,510,0,281,7,0.22,14,0,0.00,230,60,19,10,3,1.30,9.00,0.00
7798,Uttar Pradesh,Bareilly,Sawarkhera,79.5660,28.4383,2023,8.12,492,0,268,7,0.29,0,0,0.00,200,48,19,18,3,0.28,10.36,0.00
7799,Uttar Pradesh,Bareilly,Block Hq,79.5044,28.3375,2023,7.92,599,0,256,36,0.26,35,0,0.00,230,36,34,23,16,3.31,1.00,23.00
7800,Uttar Pradesh,Bareilly,Block Hq,79.5394,28.2007,2023,7.92,1534,0,329,178,0.16,164,38,0.00,490,84,67,104,7,0.89,0.00,68.00
7801,Uttar Pradesh,Bareilly,Mirzapur,79.2946,28.5560,2023,7.85,796,0,342,43,0.00,45,0,0.00,210,52,19,73,7,0.98,10.64,0.00
7802,Uttar Pradesh,Bareilly,Block Hq,79.2735,28.3117,2023,8.34,775,6,354,36,0.23,34,0,0.00,150,28,19,107,2,0.39,2.00,5.00
7803,Uttar Pradesh,Bareilly,Block Hq,79.1200,28.3695,2023,8.04,469,0,189,21,0.20,21,20,0.00,220,52,22,6,2,0.00,4.00,0.00
7804,Uttar Pradesh,Bareilly,Budhanpur Bujurg,79.0209,28.4254,2023,7.97,378,0,195,14,0.00,6,0,0.00,100,38,1,34,3,0.75,0.00,0.00
7805,Uttar Pradesh,Bareilly,Nurpur,79.1521,28.2994,2023,7.92,712,0,360,25,0.29,0,0,0.00,280,48,38,32,5,0.79,8.42,8.62
7806,Uttar Pradesh,Bareilly,Block Hq,79.3651,28.6541,2023,8.25,589,0,293,14,0.23,19,0,0.00,250,72,17,15,4,0.50,1.00,9.00
7807,Uttar Pradesh,Bareilly,Bunchi,79.2967,28.6935,2023,7.94,630,0,305,21,0.19,12,0,0.00,220,44,26,39,3,2.87,5.01,3.48
7808,Uttar Pradesh,Basti,Block Office,82.5736,26.9075,2023,7.81,440,0,244,14,0.45,5,0,0.00,205,50,19,10,2,0.00,2.00,0.00
7809,Uttar Pradesh,Basti,Bedipur Chauraha,82.4414,26.8864,2023,7.79,691,0,354,35,0.00,27,7,0.00,300,76,26,36,1,0.00,1.03,0.00
7810,Uttar Pradesh,Basti,Parasurampur,82.3400,26.9050,2023,7.69,589,0,329,21,0.47,5,0,0.00,245,72,16,29,2,1.39,11.00,0.00
7811,Uttar Pradesh,Basti,Bardhar,82.7328,27.0328,2023,7.89,484,0,281,14,0.00,0,5,0.00,220,64,14,14,3,0.42,2.86,0.00
7812,Uttar Pradesh,Basti,Block Office,82.7139,26.9300,2023,7.71,796,0,500,14,0.29,5,0,0.00,270,52,34,74,4,1.50,0.00,4.00
7813,Uttar Pradesh,Basti,Jiwdhara Village,82.8662,26.7742,2023,7.99,490,0,256,21,0.35,7,17,0.00,220,48,24,19,3,0.09,0.00,7.00
7814,Uttar Pradesh,Basti,Block Office,82.7822,26.8361,2023,7.83,702,0,427,21,0.59,8,0,0.00,305,66,34,37,3,0.60,2.00,7.00
7815,Uttar Pradesh,Basti,Block Office,82.3661,26.7797,2023,7.71,461,0,256,7,0.51,0,0,0.00,195,50,17,12,3,0.39,1.00,3.00
7816,Uttar Pradesh,Bijnor,Block Office,78.7317,29.3797,2023,7.61,322,0,195,14,0.47,0,0,0.51,160,56,5,8,1,0.42,28.00,0.00
7817,Uttar Pradesh,Bijnor,Fathepur Dhara,78.8372,29.4460,2023,7.60,529,0,305,14,0.35,8,8,0.00,280,68,26,4,1,0.00,0.00,0.00
7818,Uttar Pradesh,Bijnor,Rasulpur Abad,78.6655,29.4459,2023,7.82,438,0,244,7,0.39,19,0,0.00,190,76,0,17,1,1.54,2.91,0.00
7819,Uttar Pradesh,Bijnor,Block Office,78.3743,29.3255,2023,7.92,423,0,256,14,0.30,6,0,0.00,200,52,17,14,4,0.45,11.00,0.00
7820,Uttar Pradesh,Bijnor,Rohniya,78.2540,28.1772,2023,7.40,829,0,439,14,0.19,45,0,0.00,380,100,31,19,8,7.49,9.13,4.24
7821,Uttar Pradesh,Bijnor,,78.1176,29.3040,2023,7.70,284,0,159,7,0.34,11,0,0.00,130,44,5,9,5,0.35,1.24,4.12
7822,Uttar Pradesh,Bijnor,Bhiriya Khera,78.2633,29.0600,2023,7.60,863,0,451,35,0.23,52,0,0.00,420,92,46,22,6,0.09,0.00,59.52
7823,Uttar Pradesh,Bijnor,Block Office,78.1862,29.1475,2023,7.98,614,0,232,14,0.42,82,0,0.00,300,60,36,16,5,4.07,0.00,5.00
7824,Uttar Pradesh,Bijnor,Suwaheri Khurd,78.1756,29.4675,2023,7.74,890,0,439,35,0.25,51,0,0.00,450,60,72,3,9,0.15,5.00,19.00
7825,Uttar Pradesh,Bijnor,Khushalpur,78.5389,29.4408,2023,7.80,740,0,390,43,0.40,13,0,0.00,330,88,26,28,3,0.36,0.00,10.84
7826,Uttar Pradesh,Bijnor,Chakrani/ Gidarpura,78.0494,29.8022,2023,8.00,842,0,403,57,0.27,50,0,0.00,350,40,60,47,10,2.29,4.00,136.00
7827,Uttar Pradesh,Bijnor,Hakeempur,78.1128,29.5585,2023,7.50,725,0,390,14,0.38,29,30,0.00,345,112,16,20,5,0.42,1.33,19.09
7828,Uttar Pradesh,Bijnor,Jagdishpur,78.2479,28.5627,2023,7.90,380,0,226,7,0.51,18,0,0.00,190,60,10,7,4,0.95,0.00,0.00
7829,Uttar Pradesh,Bijnor,Medduwalla,78.3975,29.7094,2023,7.20,647,0,354,21,0.30,20,14,0.00,320,116,7,14,2,0.70,0.00,0.00
7830,Uttar Pradesh,Bijnor,Ramdas Wali,78.2469,29.6970,2023,7.70,758,0,323,78,0.37,27,8,0.00,340,124,7,28,6,0.00,1.17,0.00
7831,Uttar Pradesh,Bijnor,Block Office,78.4028,29.1519,2023,7.73,1175,0,549,92,0.29,25,0,0.00,450,72,65,70,7,0.00,15.00,0.00
7832,Uttar Pradesh,Bijnor,Murahat,78.4011,29.0497,2023,7.90,548,0,244,35,0.21,29,0,0.00,225,68,13,23,5,0.25,6.95,7.83
7833,Uttar Pradesh,Budaun,Block Hq,78.9113,28.3940,2023,8.01,704,0,317,43,0.17,25,0,0.00,220,40,29,47,21,2.34,3.00,12.00
7834,Uttar Pradesh,Budaun,Biharipur Dharmpur,79.0069,28.3041,2023,8.25,464,0,256,7,0.00,0,0,0.00,200,56,14,9,3,0.11,3.17,0.00
7835,Uttar Pradesh,Budaun,Block Hq,78.9297,28.3126,2023,7.80,854,0,366,50,0.16,35,0,0.00,330,76,34,32,8,0.40,1.00,20.00
7836,Uttar Pradesh,Budaun,Karia Bain,78.6709,28.1451,2023,7.91,554,0,244,21,0.24,22,0,0.00,225,44,28,17,4,0.25,1.00,12.64
7837,Uttar Pradesh,Budaun,Diyori,79.4179,27.9844,2023,7.88,562,0,305,7,0.33,7,0,0.00,220,52,22,22,3,0.58,5.94,9.11
7838,Uttar Pradesh,Budaun,Tiglapur,79.2927,28.0405,2023,8.15,644,0,317,21,0.32,16,0,0.00,210,44,24,49,3,0.18,8.77,6.40
7839,Uttar Pradesh,Budaun,Allahpur Kasba,79.2517,27.9083,2023,7.82,684,0,256,64,0.36,30,0,0.00,270,64,26,25,15,2.37,0.00,8.20
7840,Uttar Pradesh,Budaun,Behta Dambanagar,79.1608,27.9100,2023,8.23,649,0,287,14,0.71,10,46,0.00,270,72,22,23,3,0.00,0.00,0.00
7841,Uttar Pradesh,Budaun,Block Hq,79.0811,27.8173,2023,7.99,392,0,189,14,0.40,9,0,0.00,180,40,19,6,3,0.07,2.00,0.00
7842,Uttar Pradesh,Budaun,Khiriya Bakarpur,79.0259,27.9316,2023,8.14,630,0,232,36,0.36,30,30,0.00,290,64,31,8,3,0.20,0.00,4.99
7843,Uttar Pradesh,Budaun,Sagrai,78.8697,28.0371,2023,8.22,524,0,183,14,0.20,72,0,0.00,230,48,26,10,6,1.39,0.00,4.52
7844,Uttar Pradesh,Budaun,H P Block Office.,79.1330,28.0706,2023,7.92,854,0,329,64,0.15,43,0,0.00,340,68,41,34,7,0.24,2.00,13.00
7845,Uttar Pradesh,Budaun,Kunwargaon,79.1421,28.1777,2023,7.78,500,0,281,7,0.26,0,0,0.00,210,40,26,15,4,0.66,2.03,0.00
7846,Uttar Pradesh,Budaun,"Adjacent To Sbi Bank,Ujhani",79.0144,28.0027,2023,7.86,1104,0,329,92,0.34,77,46,0.00,360,68,46,83,7,0.16,0.00,3.54
7847,Uttar Pradesh,Budaun,Laxminagra,78.8528,27.9225,2023,8.06,510,0,268,7,0.50,21,0,0.00,180,40,19,29,4,1.18,0.00,10.48
7848,Uttar Pradesh,Budaun,Block Hq,79.3483,27.8113,2023,8.02,472,0,195,28,0.35,11,12,0.00,180,52,12,22,4,0.24,0.00,3.00
7849,Uttar Pradesh,Budaun,Firozapur,79.1948,27.8116,2023,8.39,842,6,256,57,0.40,116,0,0.00,200,44,22,97,3,0.80,0.00,7.80
7850,Uttar Pradesh,Budaun,Block Hq,79.0581,28.2045,2023,8.04,1136,0,476,64,0.43,43,0,0.00,180,32,24,151,7,2.06,0.00,49.00
7851,Uttar Pradesh,Bulandshahar,Block Office Premises,77.8985,28.5233,2023,8.23,583,0,354,14,0.82,23,14,0.00,250,60,24,43,5,0.00,2.00,14.00
7852,Uttar Pradesh,Bulandshahar,Amarpur,78.0612,28.2599,2023,7.81,781,0,354,21,0.38,86,0,0.00,290,68,29,60,6,3.45,4.00,0.00
7853,Uttar Pradesh,Bulandshahar,Block H.Q,78.2523,28.3612,2023,8.06,484,0,268,14,0.52,0,0,0.00,180,40,19,22,4,0.09,1.00,0.00
7854,Uttar Pradesh,Bulandshahar,Block H.Q,77.9216,28.1288,2023,8.03,695,0,329,21,0.29,24,9,0.00,190,40,22,60,5,0.21,0.00,4.00
7855,Uttar Pradesh,Bulandshahar,Block H.Q,77.9515,28.6436,2023,8.17,598,0,342,14,0.58,8,0,0.00,210,36,29,38,6,2.94,0.00,19.00
7856,Uttar Pradesh,Bulandshahar,Dist. H.Q,77.8354,28.3886,2023,8.18,315,0,134,14,0.34,22,0,0.00,140,36,12,6,2,0.00,1.00,0.00
7857,Uttar Pradesh,Bulandshahar,Block H.Q,78.2060,28.1923,2023,8.16,667,0,342,14,0.21,25,11,0.00,160,36,17,81,5,0.18,0.00,36.00
7858,Uttar Pradesh,Bulandshahar,Bhopatpur,78.2834,28.2963,2023,7.91,647,0,366,7,0.55,24,15,0.00,300,48,44,26,4,0.19,1.32,12.87
7859,Uttar Pradesh,Bulandshahar,Block H.Q,78.2567,28.1995,2023,8.29,783,0,378,21,0.73,42,0,0.00,180,36,22,91,5,3.67,0.00,10.00
7860,Uttar Pradesh,Bulandshahar,Narora,78.3959,28.1884,2023,8.22,350,0,134,14,0.25,30,0,0.00,130,36,10,15,4,0.00,1.55,3.23
7861,Uttar Pradesh,Bulandshahar,Block H.Q,77.7906,28.5805,2023,8.08,642,0,293,28,0.93,40,0,0.00,240,48,29,45,4,2.02,0.00,7.00
7862,Uttar Pradesh,Bulandshahar,Block H.Q,78.0885,28.4139,2023,8.20,970,0,464,35,0.26,27,30,0.00,250,40,36,100,7,0.00,0.00,106.00
7863,Uttar Pradesh,Bulandshahar,Kaisawan,78.0334,28.3035,2023,8.20,358,0,171,14,1.00,22,0,0.00,150,40,12,16,5,0.29,12.00,16.00
7864,Uttar Pradesh,Bulandshahar,Dastura,77.7032,28.2753,2023,8.13,866,0,390,35,0.34,12,68,0.00,190,36,24,115,6,0.33,0.00,13.97
7865,Uttar Pradesh,Bulandshahar,Block H.Q,77.8422,28.2358,2023,8.13,1006,0,439,43,0.39,46,10,0.00,210,32,31,130,6,0.05,0.00,24.00
7866,Uttar Pradesh,Bulandshahar,Block H.Q,77.9774,28.5264,2023,8.12,849,0,366,21,0.77,60,23,0.00,300,44,46,59,7,0.22,0.00,17.00
7867,Uttar Pradesh,Bulandshahar,Block H.Q,78.0617,28.1706,2023,8.08,590,0,281,14,0.13,30,5,0.00,200,44,22,42,5,0.27,1.00,7.00
7868,Uttar Pradesh,Bulandshahar,Palra,77.9446,28.2664,2023,7.87,564,0,281,7,0.60,31,0,0.00,250,52,29,13,5,0.23,0.00,7.00
7869,Uttar Pradesh,Bulandshahar,Block H.Q,78.0042,28.2791,2023,8.20,1710,0,598,220,0.70,121,32,0.00,440,36,84,220,8,0.12,0.00,35.00
7870,Uttar Pradesh,Bulandshahar,Nawada,78.0632,28.2595,2023,8.12,1109,0,439,78,1.80,64,8,0.00,180,28,27,177,6,0.22,1.05,14.78
7871,Uttar Pradesh,Bulandshahar,Block H.Q,77.6918,28.4549,2023,8.16,1565,0,610,106,0.40,80,30,0.00,170,68,0,278,5,0.26,0.00,27.00
7872,Uttar Pradesh,Bulandshahar,Gesupur,77.7012,28.5286,2023,8.18,1277,0,647,7,0.84,65,19,0.00,190,36,24,200,10,0.00,0.00,26.98
7873,Uttar Pradesh,Bulandshahar,Block H.Q,78.0541,28.6248,2023,7.92,1138,0,427,99,0.00,39,42,0.00,340,20,70,103,7,0.40,0.00,7.00
7874,Uttar Pradesh,Bulandshahar,Block H.Q,78.1600,28.4879,2023,8.24,502,0,268,7,0.13,25,0,0.00,230,44,29,8,4,0.12,0.00,0.00
7875,Uttar Pradesh,Chandauli,Sirkolpur,83.4104,25.3646,2023,8.02,652,0,342,28,0.90,15,10,0.00,210,40,26,59,2,0.06,0.00,11.42
7876,Uttar Pradesh,Chandauli,Chahania,83.2094,25.4178,2023,7.92,896,0,415,50,0.22,24,16,0.00,350,56,50,41,4,0.00,0.00,12.00
7877,Uttar Pradesh,Chandauli,Sirkalpur,83.2800,25.4863,2023,8.00,588,0,354,14,0.30,10,0,0.00,270,48,34,20,4,3.35,8.01,0.00
7878,Uttar Pradesh,Chandauli,Kauwada Ghat,83.2500,24.8168,2023,7.90,353,0,195,14,0.30,8,0,0.00,100,36,2,41,0,2.16,0.00,0.00
